"Run","Tag","Cag","Ani","Trt"
"1",113,"1","B","b"
"1",114,"2","A","a"
"1",115,"1","A","a"
"1",116,"2","B","b"
"1",117,"2","C","c"
"1",118,"1","D","d"
"1",119,"2","D","d"
"1",121,"1","C","c"
"2",113,"2","A","a"
"2",114,"1","B","b"
"2",115,"2","B","b"
"2",116,"1","A","a"
"2",117,"1","D","d"
"2",118,"2","C","c"
"2",119,"1","C","c"
"2",121,"2","D","d"
"3",113,"3","D","d"
"3",114,"4","D","d"
"3",115,"4","C","c"
"3",116,"3","C","c"
"3",117,"4","B","b"
"3",118,"3","A","a"
"3",119,"4","A","a"
"3",121,"3","B","b"
"4",113,"4","D","d"
"4",114,"3","D","d"
"4",115,"3","C","c"
"4",116,"4","C","c"
"4",117,"3","A","a"
"4",118,"4","B","b"
"4",119,"3","B","b"
"4",121,"4","A","a"
"5",113,"5","C","c"
"5",114,"5","C","c"
"5",115,"5","D","d"
"5",116,"5","D","d"
"5",117,"5","A","a"
"5",118,"5","A","a"
"5",119,"5","B","b"
"5",121,"5","B","b"
