"Run","Tag","Cag","Ani","Trt"
"1",113,"2","C","a"
"1",114,"2","B","b"
"1",115,"2","A","a"
"1",116,"2","D","b"
"1",117,"1","B","b"
"1",118,"1","A","a"
"1",119,"1","C","a"
"1",121,"1","D","b"
"2",113,"2","B","b"
"2",114,"2","C","a"
"2",115,"2","D","b"
"2",116,"2","A","a"
"2",117,"1","A","a"
"2",118,"1","B","b"
"2",119,"1","D","b"
"2",121,"1","C","a"
"3",113,"3","C","a"
"3",114,"3","C","a"
"3",115,"3","B","b"
"3",116,"3","B","b"
"3",117,"3","D","b"
"3",118,"3","D","b"
"3",119,"3","A","a"
"3",121,"3","A","a"
