"Run","Tag","Cag","Ani","Trt"
"1",113,"1","S","c"
"1",114,"1","V","f"
"1",115,"1","T","d"
"1",116,"1","E","e"
"1",117,"2","X","h"
"1",118,"2","R","b"
"1",119,"2","Q","a"
"1",121,"2","G","g"
"2",113,"1","V","f"
"2",114,"1","S","c"
"2",115,"1","E","e"
"2",116,"1","T","d"
"2",117,"2","R","b"
"2",118,"2","X","h"
"2",119,"2","G","g"
"2",121,"2","Q","a"
"3",113,"1","H","h"
"3",114,"1","A","a"
"3",115,"1","D","d"
"3",116,"1","U","e"
"3",117,"2","S","c"
"3",118,"2","O","g"
"3",119,"2","J","b"
"3",121,"2","N","f"
"4",113,"1","A","a"
"4",114,"1","H","h"
"4",115,"1","U","e"
"4",116,"1","D","d"
"4",117,"2","O","g"
"4",118,"2","S","c"
"4",119,"2","N","f"
"4",121,"2","J","b"
"5",113,"1","B","b"
"5",114,"1","O","g"
"5",115,"1","I","a"
"5",116,"1","P","h"
"5",117,"2","T","d"
"5",118,"2","F","f"
"5",119,"2","M","e"
"5",121,"2","K","c"
"6",113,"1","O","g"
"6",114,"1","B","b"
"6",115,"1","P","h"
"6",116,"1","I","a"
"6",117,"2","F","f"
"6",118,"2","T","d"
"6",119,"2","K","c"
"6",121,"2","M","e"
"7",113,"1","M","e"
"7",114,"1","C","c"
"7",115,"1","X","h"
"7",116,"1","R","b"
"7",117,"2","I","a"
"7",118,"2","W","g"
"7",119,"2","V","f"
"7",121,"2","D","d"
"8",113,"1","C","c"
"8",114,"1","M","e"
"8",115,"1","R","b"
"8",116,"1","X","h"
"8",117,"2","W","g"
"8",118,"2","I","a"
"8",119,"2","D","d"
"8",121,"2","V","f"
"9",113,"1","Q","a"
"9",114,"1","L","d"
"9",115,"1","N","f"
"9",116,"1","W","g"
"9",117,"2","C","c"
"9",118,"2","U","e"
"9",119,"2","B","b"
"9",121,"2","P","h"
"10",113,"1","L","d"
"10",114,"1","Q","a"
"10",115,"1","W","g"
"10",116,"1","N","f"
"10",117,"2","U","e"
"10",118,"2","C","c"
"10",119,"2","P","h"
"10",121,"2","B","b"
"11",113,"1","G","g"
"11",114,"1","J","b"
"11",115,"1","F","f"
"11",116,"1","K","c"
"11",117,"2","H","h"
"11",118,"2","L","d"
"11",119,"2","A","a"
"11",121,"2","E","e"
"12",113,"1","J","b"
"12",114,"1","G","g"
"12",115,"1","K","c"
"12",116,"1","F","f"
"12",117,"2","L","d"
"12",118,"2","H","h"
"12",119,"2","E","e"
"12",121,"2","A","a"
