"Run","Tag","Cag","Ani","Trt"
"1",113,"1","G","g"
"1",114,"1","B","b"
"1",115,"1","C","c"
"1",116,"1","D","d"
"1",117,"1","A","a"
"1",118,"1","E","e"
"1",119,"1","F","f"
"1",121,"1","H","h"
"2",113,"1","B","b"
"2",114,"1","G","g"
"2",115,"1","D","d"
"2",116,"1","C","c"
"2",117,"1","E","e"
"2",118,"1","A","a"
"2",119,"1","H","h"
"2",121,"1","F","f"
"3",113,"2","C","c"
"3",114,"2","E","e"
"3",115,"2","H","h"
"3",116,"2","B","b"
"3",117,"2","D","d"
"3",118,"2","F","f"
"3",119,"2","A","a"
"3",121,"2","G","g"
"4",113,"2","E","e"
"4",114,"2","C","c"
"4",115,"2","B","b"
"4",116,"2","H","h"
"4",117,"2","F","f"
"4",118,"2","D","d"
"4",119,"2","G","g"
"4",121,"2","A","a"
"5",113,"3","H","h"
"5",114,"3","F","f"
"5",115,"3","E","e"
"5",116,"3","A","a"
"5",117,"3","G","g"
"5",118,"3","B","b"
"5",119,"3","C","c"
"5",121,"3","D","d"
"6",113,"3","F","f"
"6",114,"3","H","h"
"6",115,"3","A","a"
"6",116,"3","E","e"
"6",117,"3","B","b"
"6",118,"3","G","g"
"6",119,"3","D","d"
"6",121,"3","C","c"
