"Run","Tag","Cag","Ani","Trt"
"1",113,"1","B","b"
"1",114,"1","C","c"
"1",115,"1","E","e"
"1",116,"1","A","a"
"1",117,"2","F","f"
"1",118,"2","A","a"
"1",119,"2","D","d"
"1",121,"2","B","b"
"2",113,"1","C","c"
"2",114,"1","B","b"
"2",115,"1","A","a"
"2",116,"1","E","e"
"2",117,"2","A","a"
"2",118,"2","F","f"
"2",119,"2","B","b"
"2",121,"2","D","d"
"3",113,"1","F","f"
"3",114,"1","F","f"
"3",115,"1","D","d"
"3",116,"1","D","d"
"3",117,"2","C","c"
"3",118,"2","C","c"
"3",119,"2","E","e"
"3",121,"2","E","e"
