"Run","Tag","Cag","Ani","Trt"
"1",113,"1","I","c"
"1",114,"1","G","a"
"1",115,"1","H","b"
"1",116,"1","J","d"
"1",117,"2","K","e"
"1",118,"2","M","a"
"1",119,"2","F","f"
"1",121,"2","C","c"
"2",113,"1","G","a"
"2",114,"1","I","c"
"2",115,"1","J","d"
"2",116,"1","H","b"
"2",117,"2","M","a"
"2",118,"2","K","e"
"2",119,"2","C","c"
"2",121,"2","F","f"
"3",113,"1","L","f"
"3",114,"1","Q","e"
"3",115,"1","B","b"
"3",116,"1","K","e"
"3",117,"2","O","c"
"3",118,"2","A","a"
"3",119,"2","P","d"
"3",121,"2","H","b"
"4",113,"1","Q","e"
"4",114,"1","L","f"
"4",115,"1","K","e"
"4",116,"1","B","b"
"4",117,"2","A","a"
"4",118,"2","O","c"
"4",119,"2","H","b"
"4",121,"2","P","d"
"5",113,"1","D","d"
"5",114,"1","R","f"
"5",115,"1","O","c"
"5",116,"1","M","a"
"5",117,"2","D","d"
"5",118,"2","E","e"
"5",119,"2","B","b"
"5",121,"2","I","c"
"6",113,"1","R","f"
"6",114,"1","D","d"
"6",115,"1","M","a"
"6",116,"1","O","c"
"6",117,"2","E","e"
"6",118,"2","D","d"
"6",119,"2","I","c"
"6",121,"2","B","b"
"7",113,"1","P","d"
"7",114,"1","E","e"
"7",115,"1","A","a"
"7",116,"1","C","c"
"7",117,"2","N","b"
"7",118,"2","R","f"
"7",119,"2","L","f"
"7",121,"2","Q","e"
"8",113,"1","E","e"
"8",114,"1","P","d"
"8",115,"1","C","c"
"8",116,"1","A","a"
"8",117,"2","R","f"
"8",118,"2","N","b"
"8",119,"2","Q","e"
"8",121,"2","L","f"
"9",113,"1","N","b"
"9",114,"1","N","b"
"9",115,"1","F","f"
"9",116,"1","F","f"
"9",117,"2","J","d"
"9",118,"2","J","d"
"9",119,"2","G","a"
"9",121,"2","G","a"
