"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","f"
"1",114,"2","C","c"
"1",115,"2","D","d"
"1",116,"3","E","e"
"1",117,"4","E","e"
"1",118,"5","A","a"
"1",119,"5","D","d"
"1",121,"6","B","b"
"2",113,"2","C","c"
"2",114,"1","F","f"
"2",115,"3","E","e"
"2",116,"2","D","d"
"2",117,"5","A","a"
"2",118,"4","E","e"
"2",119,"6","B","b"
"2",121,"5","D","d"
"3",113,"2","E","e"
"3",114,"3","D","d"
"3",115,"1","B","b"
"3",116,"2","F","f"
"3",117,"6","A","a"
"3",118,"5","F","f"
"3",119,"4","C","c"
"3",121,"5","C","c"
"4",113,"3","D","d"
"4",114,"2","E","e"
"4",115,"2","F","f"
"4",116,"1","B","b"
"4",117,"5","F","f"
"4",118,"6","A","a"
"4",119,"5","C","c"
"4",121,"4","C","c"
"5",113,"2","B","b"
"5",114,"1","A","a"
"5",115,"2","A","a"
"5",116,"3","C","c"
"5",117,"5","B","b"
"5",118,"4","F","f"
"5",119,"5","E","e"
"5",121,"6","D","d"
"6",113,"1","A","a"
"6",114,"2","B","b"
"6",115,"3","C","c"
"6",116,"2","A","a"
"6",117,"4","F","f"
"6",118,"5","B","b"
"6",119,"6","D","d"
"6",121,"5","E","e"
"7",113,"3","B","b"
"7",114,"1","D","d"
"7",115,"3","A","a"
"7",116,"1","E","e"
"7",117,"6","C","c"
"7",118,"4","D","d"
"7",119,"6","F","f"
"7",121,"4","A","a"
"8",113,"1","D","d"
"8",114,"3","B","b"
"8",115,"1","E","e"
"8",116,"3","A","a"
"8",117,"4","D","d"
"8",118,"6","C","c"
"8",119,"4","A","a"
"8",121,"6","F","f"
"9",113,"3","F","f"
"9",114,"3","F","f"
"9",115,"1","C","c"
"9",116,"1","C","c"
"9",117,"6","E","e"
"9",118,"6","E","e"
"9",119,"4","B","b"
"9",121,"4","B","b"
