"Run","Tag","Cag","Ani","Trt"
"1",114,"1","A","a"
"1",115,"2","B","b"
"1",116,"1","B","b"
"1",117,"2","A","a"
"2",114,"2","B","b"
"2",115,"1","A","a"
"2",116,"2","A","a"
"2",117,"1","B","b"
"3",114,"3","A","a"
"3",115,"4","B","b"
"3",116,"3","B","b"
"3",117,"4","A","a"
"4",114,"4","B","b"
"4",115,"3","A","a"
"4",116,"4","A","a"
"4",117,"3","B","b"
"5",114,"6","A","a"
"5",115,"5","B","b"
"5",116,"5","A","a"
"5",117,"6","B","b"
"6",114,"5","B","b"
"6",115,"6","A","a"
"6",116,"6","B","b"
"6",117,"5","A","a"
"7",114,"7","B","b"
"7",115,"7","B","b"
"7",116,"7","A","a"
"7",117,"7","A","a"
