"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","b"
"1",115,"1","C","c"
"1",116,"2","D","d"
"1",117,"2","E","e"
"2",114,"1","C","c"
"2",115,"1","G","b"
"2",116,"2","E","e"
"2",117,"2","D","d"
"3",114,"1","B","b"
"3",115,"1","E","e"
"3",116,"2","F","a"
"3",117,"2","I","d"
"4",114,"1","E","e"
"4",115,"1","B","b"
"4",116,"2","I","d"
"4",117,"2","F","a"
"5",114,"1","I","d"
"5",115,"1","A","a"
"5",116,"2","C","c"
"5",117,"2","G","b"
"6",114,"1","A","a"
"6",115,"1","I","d"
"6",116,"2","G","b"
"6",117,"2","C","c"
"7",114,"1","J","e"
"7",115,"1","H","c"
"7",116,"2","B","b"
"7",117,"2","A","a"
"8",114,"1","H","c"
"8",115,"1","J","e"
"8",116,"2","A","a"
"8",117,"2","B","b"
"9",114,"1","F","a"
"9",115,"1","D","d"
"9",116,"2","J","e"
"9",117,"2","H","c"
"10",114,"1","D","d"
"10",115,"1","F","a"
"10",116,"2","H","c"
"10",117,"2","J","e"
