"Run","Tag","Cag","Ani","Trt"
"1",114,"1","C","c"
"1",115,"1","A","a"
"1",116,"2","H","d"
"1",117,"2","F","b"
"2",114,"1","A","a"
"2",115,"1","C","c"
"2",116,"2","F","b"
"2",117,"2","H","d"
"3",114,"1","D","d"
"3",115,"1","I","a"
"3",116,"2","C","c"
"3",117,"2","B","b"
"4",114,"1","I","a"
"4",115,"1","D","d"
"4",116,"2","B","b"
"4",117,"2","C","c"
"5",114,"1","E","a"
"5",115,"1","B","b"
"5",116,"2","D","d"
"5",117,"2","K","c"
"6",114,"1","B","b"
"6",115,"1","E","a"
"6",116,"2","K","c"
"6",117,"2","D","d"
"7",114,"1","J","b"
"7",115,"1","K","c"
"7",116,"2","L","d"
"7",117,"2","I","a"
"8",114,"1","K","c"
"8",115,"1","J","b"
"8",116,"2","I","a"
"8",117,"2","L","d"
"9",114,"1","H","d"
"9",115,"1","G","c"
"9",116,"2","J","b"
"9",117,"2","A","a"
"10",114,"1","G","c"
"10",115,"1","H","d"
"10",116,"2","A","a"
"10",117,"2","J","b"
"11",114,"1","L","d"
"11",115,"1","F","b"
"11",116,"2","E","a"
"11",117,"2","G","c"
"12",114,"1","F","b"
"12",115,"1","L","d"
"12",116,"2","G","c"
"12",117,"2","E","a"
