"Run","Tag","Cag","Ani","Trt"
"1",113,"1","C","c"
"1",114,"1","D","a"
"1",115,"1","E","b"
"1",116,"1","A","a"
"1",117,"2","F","c"
"1",118,"2","B","b"
"1",119,"2","E","b"
"1",121,"2","A","a"
"2",113,"1","D","a"
"2",114,"1","C","c"
"2",115,"1","A","a"
"2",116,"1","E","b"
"2",117,"2","B","b"
"2",118,"2","F","c"
"2",119,"2","A","a"
"2",121,"2","E","b"
"3",113,"1","B","b"
"3",114,"1","B","b"
"3",115,"1","F","c"
"3",116,"1","F","c"
"3",117,"2","D","a"
"3",118,"2","D","a"
"3",119,"2","C","c"
"3",121,"2","C","c"
