"Run","Tag","Cag","Ani","Trt"
"1",114,"1","R","d"
"1",115,"1","G","g"
"1",116,"2","M","f"
"1",117,"2","C","c"
"2",114,"1","G","g"
"2",115,"1","R","d"
"2",116,"2","C","c"
"2",117,"2","M","f"
"3",114,"1","E","e"
"3",115,"1","O","a"
"3",116,"2","F","f"
"3",117,"2","Q","c"
"4",114,"1","O","a"
"4",115,"1","E","e"
"4",116,"2","Q","c"
"4",117,"2","F","f"
"5",114,"1","L","e"
"5",115,"1","B","b"
"5",116,"2","O","a"
"5",117,"2","U","g"
"6",114,"1","B","b"
"6",115,"1","L","e"
"6",116,"2","U","g"
"6",117,"2","O","a"
"7",114,"1","C","c"
"7",115,"1","H","a"
"7",116,"2","D","d"
"7",117,"2","I","b"
"8",114,"1","H","a"
"8",115,"1","C","c"
"8",116,"2","I","b"
"8",117,"2","D","d"
"9",114,"1","D","d"
"9",115,"1","T","f"
"9",116,"2","N","g"
"9",117,"2","P","b"
"10",114,"1","T","f"
"10",115,"1","D","d"
"10",116,"2","P","b"
"10",117,"2","N","g"
"11",114,"1","A","a"
"11",115,"1","F","f"
"11",116,"2","E","e"
"11",117,"2","G","g"
"12",114,"1","F","f"
"12",115,"1","A","a"
"12",116,"2","G","g"
"12",117,"2","E","e"
"13",114,"1","S","e"
"13",115,"1","J","c"
"13",116,"2","T","f"
"13",117,"2","B","b"
"14",114,"1","J","c"
"14",115,"1","S","e"
"14",116,"2","B","b"
"14",117,"2","T","f"
"15",114,"1","N","g"
"15",115,"1","I","b"
"15",116,"2","S","e"
"15",117,"2","J","c"
"16",114,"1","I","b"
"16",115,"1","N","g"
"16",116,"2","J","c"
"16",117,"2","S","e"
"17",114,"1","P","b"
"17",115,"1","M","f"
"17",116,"2","A","a"
"17",117,"2","K","d"
"18",114,"1","M","f"
"18",115,"1","P","b"
"18",116,"2","K","d"
"18",117,"2","A","a"
"19",114,"1","U","g"
"19",115,"1","Q","c"
"19",116,"2","H","a"
"19",117,"2","R","d"
"20",114,"1","Q","c"
"20",115,"1","U","g"
"20",116,"2","R","d"
"20",117,"2","H","a"
"21",114,"1","K","d"
"21",115,"1","K","d"
"21",116,"2","L","e"
"21",117,"2","L","e"
