"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","g"
"1",115,"1","A","a"
"1",116,"4","E","e"
"1",117,"4","F","f"
"2",114,"1","A","a"
"2",115,"1","G","g"
"2",116,"4","F","f"
"2",117,"4","E","e"
"3",114,"1","E","e"
"3",115,"1","C","c"
"3",116,"4","B","b"
"3",117,"4","H","h"
"4",114,"1","C","c"
"4",115,"1","E","e"
"4",116,"4","H","h"
"4",117,"4","B","b"
"5",114,"1","H","h"
"5",115,"1","F","f"
"5",116,"4","D","d"
"5",117,"4","A","a"
"6",114,"1","F","f"
"6",115,"1","H","h"
"6",116,"4","A","a"
"6",117,"4","D","d"
"7",114,"1","B","b"
"7",115,"1","D","d"
"7",116,"4","C","c"
"7",117,"4","G","g"
"8",114,"1","D","d"
"8",115,"1","B","b"
"8",116,"4","G","g"
"8",117,"4","C","c"
"9",114,"2","G","g"
"9",115,"2","D","d"
"9",116,"5","H","h"
"9",117,"5","E","e"
"10",114,"2","D","d"
"10",115,"2","G","g"
"10",116,"5","E","e"
"10",117,"5","H","h"
"11",114,"2","H","h"
"11",115,"2","B","b"
"11",116,"5","G","g"
"11",117,"5","A","a"
"12",114,"2","B","b"
"12",115,"2","H","h"
"12",116,"5","A","a"
"12",117,"5","G","g"
"13",114,"2","A","a"
"13",115,"2","C","c"
"13",116,"5","F","f"
"13",117,"5","B","b"
"14",114,"2","C","c"
"14",115,"2","A","a"
"14",116,"5","B","b"
"14",117,"5","F","f"
"15",114,"2","F","f"
"15",115,"2","E","e"
"15",116,"5","D","d"
"15",117,"5","C","c"
"16",114,"2","E","e"
"16",115,"2","F","f"
"16",116,"5","C","c"
"16",117,"5","D","d"
"17",114,"3","C","c"
"17",115,"3","H","h"
"17",116,"6","A","a"
"17",117,"6","E","e"
"18",114,"3","H","h"
"18",115,"3","C","c"
"18",116,"6","E","e"
"18",117,"6","A","a"
"19",114,"3","A","a"
"19",115,"3","D","d"
"19",116,"6","G","g"
"19",117,"6","C","c"
"20",114,"3","D","d"
"20",115,"3","A","a"
"20",116,"6","C","c"
"20",117,"6","G","g"
"21",114,"3","G","g"
"21",115,"3","E","e"
"21",116,"6","F","f"
"21",117,"6","B","b"
"22",114,"3","E","e"
"22",115,"3","G","g"
"22",116,"6","B","b"
"22",117,"6","F","f"
"23",114,"3","B","b"
"23",115,"3","F","f"
"23",116,"6","D","d"
"23",117,"6","H","h"
"24",114,"3","F","f"
"24",115,"3","B","b"
"24",116,"6","H","h"
"24",117,"6","D","d"
