"Run","Tag","Cag","Ani","Trt"
"1",NA,"1","D","d"
"1",NA,"1","A","a"
"1",NA,"2","E","e"
"1",NA,"2","F","f"
"2",NA,"1","A","a"
"2",NA,"1","D","d"
"2",NA,"2","F","f"
"2",NA,"2","E","e"
"3",NA,"1","F","f"
"3",NA,"1","G","g"
"3",NA,"2","B","b"
"3",NA,"2","A","a"
"4",NA,"1","G","g"
"4",NA,"1","F","f"
"4",NA,"2","A","a"
"4",NA,"2","B","b"
"5",NA,"1","B","b"
"5",NA,"1","E","e"
"5",NA,"2","C","c"
"5",NA,"2","G","g"
"6",NA,"1","E","e"
"6",NA,"1","B","b"
"6",NA,"2","G","g"
"6",NA,"2","C","c"
"7",NA,"1","C","c"
"7",NA,"1","C","c"
"7",NA,"2","D","d"
"7",NA,"2","D","d"
