"Run","Tag","Cag","Ani","Trt"
"1",114,"2","B","b"
"1",115,"1","A","a"
"1",116,"6","A","a"
"1",117,"5","C","c"
"2",114,"1","A","a"
"2",115,"2","B","b"
"2",116,"5","C","c"
"2",117,"6","A","a"
"3",114,"1","B","b"
"3",115,"2","A","a"
"3",116,"6","C","c"
"3",117,"5","B","b"
"4",114,"2","A","a"
"4",115,"1","B","b"
"4",116,"5","B","b"
"4",117,"6","C","c"
"5",114,"1","C","c"
"5",115,"2","C","c"
"5",116,"6","B","b"
"5",117,"5","A","a"
"6",114,"2","C","c"
"6",115,"1","C","c"
"6",116,"5","A","a"
"6",117,"6","B","b"
"7",114,"4","C","c"
"7",115,"3","B","b"
"7",116,"7","A","a"
"7",117,"8","C","c"
"8",114,"3","B","b"
"8",115,"4","C","c"
"8",116,"8","C","c"
"8",117,"7","A","a"
"9",114,"4","A","a"
"9",115,"3","A","a"
"9",116,"8","B","b"
"9",117,"7","C","c"
"10",114,"3","A","a"
"10",115,"4","A","a"
"10",116,"7","C","c"
"10",117,"8","B","b"
"11",114,"4","B","b"
"11",115,"3","C","c"
"11",116,"7","B","b"
"11",117,"8","A","a"
"12",114,"3","C","c"
"12",115,"4","B","b"
"12",116,"8","A","a"
"12",117,"7","B","b"
