"Run","Tag","Cag","Ani","Trt"
"1",114,"2","C","c"
"1",115,"1","A","a"
"1",116,"6","B","b"
"1",117,"5","E","e"
"2",114,"1","A","a"
"2",115,"2","C","c"
"2",116,"5","E","e"
"2",117,"6","B","b"
"3",114,"2","B","b"
"3",115,"1","E","e"
"3",116,"5","D","d"
"3",117,"6","A","a"
"4",114,"1","E","e"
"4",115,"2","B","b"
"4",116,"6","A","a"
"4",117,"5","D","d"
"5",114,"2","D","d"
"5",115,"1","C","c"
"5",116,"5","A","a"
"5",117,"6","E","e"
"6",114,"1","C","c"
"6",115,"2","D","d"
"6",116,"6","E","e"
"6",117,"5","A","a"
"7",114,"2","A","a"
"7",115,"1","D","d"
"7",116,"6","C","c"
"7",117,"5","B","b"
"8",114,"1","D","d"
"8",115,"2","A","a"
"8",116,"5","B","b"
"8",117,"6","C","c"
"9",114,"2","E","e"
"9",115,"1","B","b"
"9",116,"6","D","d"
"9",117,"5","C","c"
"10",114,"1","B","b"
"10",115,"2","E","e"
"10",116,"5","C","c"
"10",117,"6","D","d"
"11",114,"3","D","d"
"11",115,"4","C","c"
"11",116,"8","E","e"
"11",117,"7","B","b"
"12",114,"4","C","c"
"12",115,"3","D","d"
"12",116,"7","B","b"
"12",117,"8","E","e"
"13",114,"4","E","e"
"13",115,"3","B","b"
"13",116,"8","D","d"
"13",117,"7","A","a"
"14",114,"3","B","b"
"14",115,"4","E","e"
"14",116,"7","A","a"
"14",117,"8","D","d"
"15",114,"3","E","e"
"15",115,"4","A","a"
"15",116,"7","C","c"
"15",117,"8","B","b"
"16",114,"4","A","a"
"16",115,"3","E","e"
"16",116,"8","B","b"
"16",117,"7","C","c"
"17",114,"3","C","c"
"17",115,"4","B","b"
"17",116,"7","D","d"
"17",117,"8","A","a"
"18",114,"4","B","b"
"18",115,"3","C","c"
"18",116,"8","A","a"
"18",117,"7","D","d"
"19",114,"4","D","d"
"19",115,"3","A","a"
"19",116,"8","C","c"
"19",117,"7","E","e"
"20",114,"3","A","a"
"20",115,"4","D","d"
"20",116,"7","E","e"
"20",117,"8","C","c"
