"Run","Tag","Cag","Ani","Trt"
"1",114,"1","H","a"
"1",115,"1","E","e"
"1",116,"3","K","d"
"1",117,"3","C","c"
"2",114,"1","E","e"
"2",115,"1","H","a"
"2",116,"3","C","c"
"2",117,"3","K","d"
"3",114,"1","L","e"
"3",115,"1","A","a"
"3",116,"3","F","f"
"3",117,"3","J","c"
"4",114,"1","A","a"
"4",115,"1","L","e"
"4",116,"3","J","c"
"4",117,"3","F","f"
"5",114,"1","K","d"
"5",115,"1","F","f"
"5",116,"3","E","e"
"5",117,"3","I","b"
"6",114,"1","F","f"
"6",115,"1","K","d"
"6",116,"3","I","b"
"6",117,"3","E","e"
"7",114,"1","C","c"
"7",115,"1","D","d"
"7",116,"3","G","g"
"7",117,"3","M","f"
"8",114,"1","D","d"
"8",115,"1","C","c"
"8",116,"3","M","f"
"8",117,"3","G","g"
"9",114,"1","J","c"
"9",115,"1","M","f"
"9",116,"3","N","g"
"9",117,"3","B","b"
"10",114,"1","M","f"
"10",115,"1","J","c"
"10",116,"3","B","b"
"10",117,"3","N","g"
"11",114,"1","N","g"
"11",115,"1","B","b"
"11",116,"3","H","a"
"11",117,"3","D","d"
"12",114,"1","B","b"
"12",115,"1","N","g"
"12",116,"3","D","d"
"12",117,"3","H","a"
"13",114,"1","G","g"
"13",115,"1","I","b"
"13",116,"3","A","a"
"13",117,"3","L","e"
"14",114,"1","I","b"
"14",115,"1","G","g"
"14",116,"3","L","e"
"14",117,"3","A","a"
"15",114,"2","K","d"
"15",115,"2","G","g"
"15",116,"4","H","a"
"15",117,"4","M","f"
"16",114,"2","G","g"
"16",115,"2","K","d"
"16",116,"4","M","f"
"16",117,"4","H","a"
"17",114,"2","L","e"
"17",115,"2","B","b"
"17",116,"4","G","g"
"17",117,"4","J","c"
"18",114,"2","B","b"
"18",115,"2","L","e"
"18",116,"4","J","c"
"18",117,"4","G","g"
"19",114,"2","N","g"
"19",115,"2","E","e"
"19",116,"4","D","d"
"19",117,"4","C","c"
"20",114,"2","E","e"
"20",115,"2","N","g"
"20",116,"4","C","c"
"20",117,"4","D","d"
"21",114,"2","J","c"
"21",115,"2","H","a"
"21",116,"4","I","b"
"21",117,"4","F","f"
"22",114,"2","H","a"
"22",115,"2","J","c"
"22",116,"4","F","f"
"22",117,"4","I","b"
"23",114,"2","I","b"
"23",115,"2","C","c"
"23",116,"4","A","a"
"23",117,"4","K","d"
"24",114,"2","C","c"
"24",115,"2","I","b"
"24",116,"4","K","d"
"24",117,"4","A","a"
"25",114,"2","D","d"
"25",115,"2","F","f"
"25",116,"4","B","b"
"25",117,"4","L","e"
"26",114,"2","F","f"
"26",115,"2","D","d"
"26",116,"4","L","e"
"26",117,"4","B","b"
"27",114,"2","A","a"
"27",115,"2","M","f"
"27",116,"4","E","e"
"27",117,"4","N","g"
"28",114,"2","M","f"
"28",115,"2","A","a"
"28",116,"4","N","g"
"28",117,"4","E","e"
