"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","b"
"1",114,"1","A","a"
"1",115,"1","K","c"
"1",116,"1","M","a"
"1",117,"2","D","d"
"1",118,"2","P","d"
"1",119,"2","F","b"
"1",121,"2","G","c"
"2",113,"1","A","a"
"2",114,"1","F","b"
"2",115,"1","M","a"
"2",116,"1","K","c"
"2",117,"2","P","d"
"2",118,"2","D","d"
"2",119,"2","G","c"
"2",121,"2","F","b"
"3",113,"1","C","c"
"3",114,"1","H","d"
"3",115,"1","J","b"
"3",116,"1","P","d"
"3",117,"2","M","a"
"3",118,"2","N","b"
"3",119,"2","A","a"
"3",121,"2","C","c"
"4",113,"1","H","d"
"4",114,"1","C","c"
"4",115,"1","P","d"
"4",116,"1","J","b"
"4",117,"2","N","b"
"4",118,"2","M","a"
"4",119,"2","C","c"
"4",121,"2","A","a"
"5",113,"1","G","c"
"5",114,"1","B","b"
"5",115,"1","L","d"
"5",116,"1","I","a"
"5",117,"2","K","c"
"5",118,"2","J","b"
"5",119,"2","E","a"
"5",121,"2","H","d"
"6",113,"1","B","b"
"6",114,"1","G","c"
"6",115,"1","I","a"
"6",116,"1","L","d"
"6",117,"2","J","b"
"6",118,"2","K","c"
"6",119,"2","H","d"
"6",121,"2","E","a"
"7",113,"1","D","d"
"7",114,"1","E","a"
"7",115,"1","N","b"
"7",116,"1","O","c"
"7",117,"2","I","a"
"7",118,"2","O","c"
"7",119,"2","B","b"
"7",121,"2","L","d"
"8",113,"1","E","a"
"8",114,"1","D","d"
"8",115,"1","O","c"
"8",116,"1","N","b"
"8",117,"2","O","c"
"8",118,"2","I","a"
"8",119,"2","L","d"
"8",121,"2","B","b"
