"Run","Tag","Cag","Ani","Trt"
"1",113,"1","A","a"
"1",114,"1","D","b"
"1",115,"2","B","b"
"1",116,"2","C","a"
"1",117,"3","D","b"
"1",118,"3","C","a"
"1",119,"4","C","a"
"1",121,"4","B","b"
"2",113,"1","D","b"
"2",114,"1","A","a"
"2",115,"2","C","a"
"2",116,"2","B","b"
"2",117,"3","C","a"
"2",118,"3","D","b"
"2",119,"4","B","b"
"2",121,"4","C","a"
"3",113,"1","B","b"
"3",114,"1","C","a"
"3",115,"2","D","b"
"3",116,"2","A","a"
"3",117,"3","A","a"
"3",118,"3","B","b"
"3",119,"4","D","b"
"3",121,"4","A","a"
"4",113,"1","C","a"
"4",114,"1","B","b"
"4",115,"2","A","a"
"4",116,"2","D","b"
"4",117,"3","B","b"
"4",118,"3","A","a"
"4",119,"4","A","a"
"4",121,"4","D","b"
