"Run","Tag","Cag","Ani","Trt"
"1",113,"1","A","a"
"1",114,"1","B","b"
"1",115,"3","A","a"
"1",116,"3","B","b"
"1",117,"5","B","b"
"1",118,"5","A","a"
"1",119,"7","A","a"
"1",121,"7","B","b"
"2",113,"1","B","b"
"2",114,"1","A","a"
"2",115,"3","B","b"
"2",116,"3","A","a"
"2",117,"5","A","a"
"2",118,"5","B","b"
"2",119,"7","B","b"
"2",121,"7","A","a"
"3",113,"2","A","a"
"3",114,"2","B","b"
"3",115,"4","B","b"
"3",116,"4","A","a"
"3",117,"6","B","b"
"3",118,"6","A","a"
"3",119,"8","A","a"
"3",121,"8","B","b"
"4",113,"2","B","b"
"4",114,"2","A","a"
"4",115,"4","A","a"
"4",116,"4","B","b"
"4",117,"6","A","a"
"4",118,"6","B","b"
"4",119,"8","B","b"
"4",121,"8","A","a"
