"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","f"
"1",114,"1","H","h"
"1",115,"1","G","g"
"1",116,"1","E","e"
"1",117,"1","A","a"
"1",118,"1","J","b"
"1",119,"1","C","c"
"1",121,"1","D","d"
"2",113,"1","H","h"
"2",114,"1","F","f"
"2",115,"1","E","e"
"2",116,"1","G","g"
"2",117,"1","J","b"
"2",118,"1","A","a"
"2",119,"1","D","d"
"2",121,"1","C","c"
"3",113,"1","O","g"
"3",114,"1","K","c"
"3",115,"1","L","d"
"3",116,"1","N","f"
"3",117,"1","P","h"
"3",118,"1","B","b"
"3",119,"1","M","e"
"3",121,"1","I","a"
"4",113,"1","K","c"
"4",114,"1","O","g"
"4",115,"1","N","f"
"4",116,"1","L","d"
"4",117,"1","B","b"
"4",118,"1","P","h"
"4",119,"1","I","a"
"4",121,"1","M","e"
"5",113,"2","E","e"
"5",114,"2","J","b"
"5",115,"2","D","d"
"5",116,"2","A","a"
"5",117,"2","F","f"
"5",118,"2","C","c"
"5",119,"2","G","g"
"5",121,"2","H","h"
"6",113,"2","J","b"
"6",114,"2","E","e"
"6",115,"2","A","a"
"6",116,"2","D","d"
"6",117,"2","C","c"
"6",118,"2","F","f"
"6",119,"2","H","h"
"6",121,"2","G","g"
"7",113,"2","P","h"
"7",114,"2","O","g"
"7",115,"2","I","a"
"7",116,"2","B","b"
"7",117,"2","K","c"
"7",118,"2","M","e"
"7",119,"2","N","f"
"7",121,"2","L","d"
"8",113,"2","O","g"
"8",114,"2","P","h"
"8",115,"2","B","b"
"8",116,"2","I","a"
"8",117,"2","M","e"
"8",118,"2","K","c"
"8",119,"2","L","d"
"8",121,"2","N","f"
"9",113,"3","A","a"
"9",114,"3","D","d"
"9",115,"3","G","g"
"9",116,"3","C","c"
"9",117,"3","E","e"
"9",118,"3","F","f"
"9",119,"3","H","h"
"9",121,"3","B","b"
"10",113,"3","D","d"
"10",114,"3","A","a"
"10",115,"3","C","c"
"10",116,"3","G","g"
"10",117,"3","F","f"
"10",118,"3","E","e"
"10",119,"3","B","b"
"10",121,"3","H","h"
"11",113,"3","J","b"
"11",114,"3","N","f"
"11",115,"3","K","c"
"11",116,"3","P","h"
"11",117,"3","L","d"
"11",118,"3","O","g"
"11",119,"3","I","a"
"11",121,"3","M","e"
"12",113,"3","N","f"
"12",114,"3","J","b"
"12",115,"3","P","h"
"12",116,"3","K","c"
"12",117,"3","O","g"
"12",118,"3","L","d"
"12",119,"3","M","e"
"12",121,"3","I","a"
