"Run","Tag","Cag","Ani","Trt"
"1",113,"1","G","a"
"1",114,"1","H","b"
"1",115,"1","E","b"
"1",116,"1","F","c"
"1",117,"2","F","c"
"1",118,"2","I","c"
"1",119,"2","G","a"
"1",121,"2","A","a"
"2",113,"1","H","b"
"2",114,"1","G","a"
"2",115,"1","F","c"
"2",116,"1","E","b"
"2",117,"2","I","c"
"2",118,"2","F","c"
"2",119,"2","A","a"
"2",121,"2","G","a"
"3",113,"1","K","b"
"3",114,"1","L","c"
"3",115,"1","C","c"
"3",116,"1","D","a"
"3",117,"2","H","b"
"3",118,"2","J","a"
"3",119,"2","B","b"
"3",121,"2","C","c"
"4",113,"1","L","c"
"4",114,"1","K","b"
"4",115,"1","D","a"
"4",116,"1","C","c"
"4",117,"2","J","a"
"4",118,"2","H","b"
"4",119,"2","C","c"
"4",121,"2","B","b"
"5",113,"1","J","a"
"5",114,"1","I","c"
"5",115,"1","A","a"
"5",116,"1","B","b"
"5",117,"2","D","a"
"5",118,"2","E","b"
"5",119,"2","K","b"
"5",121,"2","L","c"
"6",113,"1","I","c"
"6",114,"1","J","a"
"6",115,"1","B","b"
"6",116,"1","A","a"
"6",117,"2","E","b"
"6",118,"2","D","a"
"6",119,"2","L","c"
"6",121,"2","K","b"
