"Run","Tag","Cag","Ani","Trt"
"1",113,"1","A","a"
"1",114,"1","H","c"
"1",115,"2","F","a"
"1",116,"2","B","b"
"1",117,"3","E","e"
"1",118,"3","C","c"
"1",119,"4","E","e"
"1",121,"4","I","d"
"2",113,"1","H","c"
"2",114,"1","A","a"
"2",115,"2","B","b"
"2",116,"2","F","a"
"2",117,"3","C","c"
"2",118,"3","E","e"
"2",119,"4","I","d"
"2",121,"4","E","e"
"3",113,"1","J","e"
"3",114,"1","G","b"
"3",115,"2","J","e"
"3",116,"2","C","c"
"3",117,"3","F","a"
"3",118,"3","G","b"
"3",119,"4","D","d"
"3",121,"4","H","c"
"4",113,"1","G","b"
"4",114,"1","J","e"
"4",115,"2","C","c"
"4",116,"2","J","e"
"4",117,"3","G","b"
"4",118,"3","F","a"
"4",119,"4","H","c"
"4",121,"4","D","d"
"5",113,"1","D","d"
"5",114,"1","B","b"
"5",115,"2","G","b"
"5",116,"2","I","d"
"5",117,"3","H","c"
"5",118,"3","J","e"
"5",119,"4","A","a"
"5",121,"4","J","e"
"6",113,"1","B","b"
"6",114,"1","D","d"
"6",115,"2","I","d"
"6",116,"2","G","b"
"6",117,"3","J","e"
"6",118,"3","H","c"
"6",119,"4","J","e"
"6",121,"4","A","a"
"7",113,"1","I","d"
"7",114,"1","C","c"
"7",115,"2","A","a"
"7",116,"2","E","e"
"7",117,"3","A","a"
"7",118,"3","D","d"
"7",119,"4","B","b"
"7",121,"4","G","b"
"8",113,"1","C","c"
"8",114,"1","I","d"
"8",115,"2","E","e"
"8",116,"2","A","a"
"8",117,"3","D","d"
"8",118,"3","A","a"
"8",119,"4","G","b"
"8",121,"4","B","b"
"9",113,"1","F","a"
"9",114,"1","E","e"
"9",115,"2","H","c"
"9",116,"2","D","d"
"9",117,"3","B","b"
"9",118,"3","I","d"
"9",119,"4","F","a"
"9",121,"4","C","c"
"10",113,"1","E","e"
"10",114,"1","F","a"
"10",115,"2","D","d"
"10",116,"2","H","c"
"10",117,"3","I","d"
"10",118,"3","B","b"
"10",119,"4","C","c"
"10",121,"4","F","a"
