"Run","Tag","Cag","Ani","Trt"
"1",114,"1","H","d"
"1",115,"1","C","c"
"1",116,"2","B","b"
"1",117,"2","A","a"
"2",114,"1","C","c"
"2",115,"1","H","d"
"2",116,"2","A","a"
"2",117,"2","B","b"
"3",114,"1","G","c"
"3",115,"1","D","d"
"3",116,"2","E","a"
"3",117,"2","F","b"
"4",114,"1","D","d"
"4",115,"1","G","c"
"4",116,"2","F","b"
"4",117,"2","E","a"
"5",114,"1","E","a"
"5",115,"1","B","b"
"5",116,"2","D","d"
"5",117,"2","G","c"
"6",114,"1","B","b"
"6",115,"1","E","a"
"6",116,"2","G","c"
"6",117,"2","D","d"
"7",114,"1","A","a"
"7",115,"1","F","b"
"7",116,"2","H","d"
"7",117,"2","C","c"
"8",114,"1","F","b"
"8",115,"1","A","a"
"8",116,"2","C","c"
"8",117,"2","H","d"
