"Run","Tag","Cag","Ani","Trt"
"1",NA,"1","B","b"
"1",NA,"1","C","a"
"1",NA,"1","A","a"
"1",NA,"1","D","b"
"2",NA,"1","C","a"
"2",NA,"1","B","b"
"2",NA,"1","D","b"
"2",NA,"1","A","a"
"3",NA,"2","A","a"
"3",NA,"2","B","b"
"3",NA,"2","C","a"
"3",NA,"2","D","b"
"4",NA,"2","B","b"
"4",NA,"2","A","a"
"4",NA,"2","D","b"
"4",NA,"2","C","a"
"5",NA,"3","D","b"
"5",NA,"3","C","a"
"5",NA,"3","A","a"
"5",NA,"3","B","b"
"6",NA,"3","C","a"
"6",NA,"3","D","b"
"6",NA,"3","B","b"
"6",NA,"3","A","a"
"7",NA,"4","B","b"
"7",NA,"4","C","a"
"7",NA,"4","D","b"
"7",NA,"4","A","a"
"8",NA,"4","C","a"
"8",NA,"4","B","b"
"8",NA,"4","A","a"
"8",NA,"4","D","b"
