"Run","Tag","Cag","Ani","Trt"
"1",114,"1","B","b"
"1",115,"1","A","a"
"1",116,"1","D","d"
"1",117,"1","C","c"
"2",114,"1","A","a"
"2",115,"1","B","b"
"2",116,"1","C","c"
"2",117,"1","D","d"
"3",114,"1","F","f"
"3",115,"1","H","h"
"3",116,"1","E","e"
"3",117,"1","G","g"
"4",114,"1","H","h"
"4",115,"1","F","f"
"4",116,"1","G","g"
"4",117,"1","E","e"
"5",114,"2","D","d"
"5",115,"2","G","g"
"5",116,"2","B","b"
"5",117,"2","H","h"
"6",114,"2","G","g"
"6",115,"2","D","d"
"6",116,"2","H","h"
"6",117,"2","B","b"
"7",114,"2","C","c"
"7",115,"2","F","f"
"7",116,"2","E","e"
"7",117,"2","A","a"
"8",114,"2","F","f"
"8",115,"2","C","c"
"8",116,"2","A","a"
"8",117,"2","E","e"
"9",114,"3","H","h"
"9",115,"3","G","g"
"9",116,"3","A","a"
"9",117,"3","C","c"
"10",114,"3","G","g"
"10",115,"3","H","h"
"10",116,"3","C","c"
"10",117,"3","A","a"
"11",114,"3","B","b"
"11",115,"3","E","e"
"11",116,"3","D","d"
"11",117,"3","F","f"
"12",114,"3","E","e"
"12",115,"3","B","b"
"12",116,"3","F","f"
"12",117,"3","D","d"
"13",114,"4","E","e"
"13",115,"4","A","a"
"13",116,"4","B","b"
"13",117,"4","G","g"
"14",114,"4","A","a"
"14",115,"4","E","e"
"14",116,"4","G","g"
"14",117,"4","B","b"
"15",114,"4","D","d"
"15",115,"4","C","c"
"15",116,"4","H","h"
"15",117,"4","F","f"
"16",114,"4","C","c"
"16",115,"4","D","d"
"16",116,"4","F","f"
"16",117,"4","H","h"
