"Run","Tag","Cag","Ani","Trt"
"1",114,"1","E","e"
"1",115,"1","D","d"
"1",116,"3","B","b"
"1",117,"3","A","a"
"2",114,"1","D","d"
"2",115,"1","E","e"
"2",116,"3","A","a"
"2",117,"3","B","b"
"3",114,"1","C","c"
"3",115,"1","A","a"
"3",116,"3","F","f"
"3",117,"3","E","e"
"4",114,"1","A","a"
"4",115,"1","C","c"
"4",116,"3","E","e"
"4",117,"3","F","f"
"5",114,"1","F","f"
"5",115,"1","B","b"
"5",116,"3","C","c"
"5",117,"3","D","d"
"6",114,"1","B","b"
"6",115,"1","F","f"
"6",116,"3","D","d"
"6",117,"3","C","c"
"7",114,"2","A","a"
"7",115,"2","D","d"
"7",116,"4","C","c"
"7",117,"4","F","f"
"8",114,"2","D","d"
"8",115,"2","A","a"
"8",116,"4","F","f"
"8",117,"4","C","c"
"9",114,"2","C","c"
"9",115,"2","E","e"
"9",116,"4","D","d"
"9",117,"4","B","b"
"10",114,"2","E","e"
"10",115,"2","C","c"
"10",116,"4","B","b"
"10",117,"4","D","d"
"11",114,"2","B","b"
"11",115,"2","F","f"
"11",116,"4","E","e"
"11",117,"4","A","a"
"12",114,"2","F","f"
"12",115,"2","B","b"
"12",116,"4","A","a"
"12",117,"4","E","e"
