"Run","Tag","Cag","Ani","Trt"
"1",114,"1","D","d"
"1",115,"1","B","b"
"1",116,"5","A","a"
"1",117,"5","C","c"
"2",114,"1","B","b"
"2",115,"1","D","d"
"2",116,"5","C","c"
"2",117,"5","A","a"
"3",114,"1","A","a"
"3",115,"1","C","c"
"3",116,"5","D","d"
"3",117,"5","B","b"
"4",114,"1","C","c"
"4",115,"1","A","a"
"4",116,"5","B","b"
"4",117,"5","D","d"
"5",114,"2","A","a"
"5",115,"2","C","c"
"5",116,"6","B","b"
"5",117,"6","D","d"
"6",114,"2","C","c"
"6",115,"2","A","a"
"6",116,"6","D","d"
"6",117,"6","B","b"
"7",114,"2","D","d"
"7",115,"2","B","b"
"7",116,"6","C","c"
"7",117,"6","A","a"
"8",114,"2","B","b"
"8",115,"2","D","d"
"8",116,"6","A","a"
"8",117,"6","C","c"
"9",114,"3","B","b"
"9",115,"3","C","c"
"9",116,"7","A","a"
"9",117,"7","D","d"
"10",114,"3","C","c"
"10",115,"3","B","b"
"10",116,"7","D","d"
"10",117,"7","A","a"
"11",114,"3","D","d"
"11",115,"3","A","a"
"11",116,"7","B","b"
"11",117,"7","C","c"
"12",114,"3","A","a"
"12",115,"3","D","d"
"12",116,"7","C","c"
"12",117,"7","B","b"
"13",114,"4","B","b"
"13",115,"4","C","c"
"13",116,"8","D","d"
"13",117,"8","A","a"
"14",114,"4","C","c"
"14",115,"4","B","b"
"14",116,"8","A","a"
"14",117,"8","D","d"
"15",114,"4","A","a"
"15",115,"4","D","d"
"15",116,"8","C","c"
"15",117,"8","B","b"
"16",114,"4","D","d"
"16",115,"4","A","a"
"16",116,"8","B","b"
"16",117,"8","C","c"
