"Run","Tag","Cag","Ani","Trt"
"1",114,"1","D","d"
"1",115,"2","F","f"
"1",116,"1","B","b"
"1",117,"2","E","e"
"2",114,"2","F","f"
"2",115,"1","D","d"
"2",116,"2","E","e"
"2",117,"1","B","b"
"3",114,"1","F","f"
"3",115,"2","C","c"
"3",116,"1","A","a"
"3",117,"2","B","b"
"4",114,"2","C","c"
"4",115,"1","F","f"
"4",116,"2","B","b"
"4",117,"1","A","a"
"5",114,"1","C","c"
"5",115,"2","A","a"
"5",116,"2","D","d"
"5",117,"1","E","e"
"6",114,"2","A","a"
"6",115,"1","C","c"
"6",116,"1","E","e"
"6",117,"2","D","d"
"7",114,"4","E","e"
"7",115,"3","D","d"
"7",116,"3","F","f"
"7",117,"4","C","c"
"8",114,"3","D","d"
"8",115,"4","E","e"
"8",116,"4","C","c"
"8",117,"3","F","f"
"9",114,"4","A","a"
"9",115,"3","E","e"
"9",116,"3","B","b"
"9",117,"4","F","f"
"10",114,"3","E","e"
"10",115,"4","A","a"
"10",116,"4","F","f"
"10",117,"3","B","b"
"11",114,"4","B","b"
"11",115,"3","C","c"
"11",116,"3","A","a"
"11",117,"4","D","d"
"12",114,"3","C","c"
"12",115,"4","B","b"
"12",116,"4","D","d"
"12",117,"3","A","a"
"13",114,"6","B","b"
"13",115,"6","D","d"
"13",116,"5","C","c"
"13",117,"5","F","f"
"14",114,"6","D","d"
"14",115,"6","B","b"
"14",116,"5","F","f"
"14",117,"5","C","c"
"15",114,"5","E","e"
"15",115,"6","F","f"
"15",116,"6","A","a"
"15",117,"5","D","d"
"16",114,"6","F","f"
"16",115,"5","E","e"
"16",116,"5","D","d"
"16",117,"6","A","a"
"17",114,"5","B","b"
"17",115,"5","A","a"
"17",116,"6","E","e"
"17",117,"6","C","c"
"18",114,"5","A","a"
"18",115,"5","B","b"
"18",116,"6","C","c"
"18",117,"6","E","e"
"19",114,"7","B","b"
"19",115,"7","E","e"
"19",116,"7","C","c"
"19",117,"7","F","f"
"20",114,"7","E","e"
"20",115,"7","B","b"
"20",116,"7","F","f"
"20",117,"7","C","c"
"21",114,"7","D","d"
"21",115,"7","D","d"
"21",116,"7","A","a"
"21",117,"7","A","a"
