"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","b"
"1",114,"1","E","a"
"1",115,"1","G","c"
"1",116,"1","D","d"
"1",117,"2","L","d"
"1",118,"2","B","b"
"1",119,"2","K","c"
"1",121,"2","E","a"
"2",113,"1","E","a"
"2",114,"1","F","b"
"2",115,"1","D","d"
"2",116,"1","G","c"
"2",117,"2","B","b"
"2",118,"2","L","d"
"2",119,"2","E","a"
"2",121,"2","K","c"
"3",113,"1","C","c"
"3",114,"1","I","a"
"3",115,"1","A","a"
"3",116,"1","B","b"
"3",117,"2","G","c"
"3",118,"2","J","b"
"3",119,"2","D","d"
"3",121,"2","H","d"
"4",113,"1","I","a"
"4",114,"1","C","c"
"4",115,"1","B","b"
"4",116,"1","A","a"
"4",117,"2","J","b"
"4",118,"2","G","c"
"4",119,"2","H","d"
"4",121,"2","D","d"
"5",113,"1","K","c"
"5",114,"1","L","d"
"5",115,"1","J","b"
"5",116,"1","H","d"
"5",117,"2","C","c"
"5",118,"2","A","a"
"5",119,"2","F","b"
"5",121,"2","I","a"
"6",113,"1","L","d"
"6",114,"1","K","c"
"6",115,"1","H","d"
"6",116,"1","J","b"
"6",117,"2","A","a"
"6",118,"2","C","c"
"6",119,"2","I","a"
"6",121,"2","F","b"
