"Run","Tag","Cag","Ani","Trt"
"1",114,"1","E","b"
"1",115,"1","F","c"
"1",116,"3","D","a"
"1",117,"3","B","b"
"2",114,"1","F","c"
"2",115,"1","E","b"
"2",116,"3","B","b"
"2",117,"3","D","a"
"3",114,"1","B","b"
"3",115,"1","C","c"
"3",116,"3","F","c"
"3",117,"3","A","a"
"4",114,"1","C","c"
"4",115,"1","B","b"
"4",116,"3","A","a"
"4",117,"3","F","c"
"5",114,"1","D","a"
"5",115,"1","A","a"
"5",116,"3","C","c"
"5",117,"3","E","b"
"6",114,"1","A","a"
"6",115,"1","D","a"
"6",116,"3","E","b"
"6",117,"3","C","c"
"7",114,"2","E","b"
"7",115,"2","D","a"
"7",116,"4","E","b"
"7",117,"4","C","c"
"8",114,"2","D","a"
"8",115,"2","E","b"
"8",116,"4","C","c"
"8",117,"4","E","b"
"9",114,"2","B","b"
"9",115,"2","C","c"
"9",116,"4","A","a"
"9",117,"4","F","c"
"10",114,"2","C","c"
"10",115,"2","B","b"
"10",116,"4","F","c"
"10",117,"4","A","a"
"11",114,"2","F","c"
"11",115,"2","A","a"
"11",116,"4","B","b"
"11",117,"4","D","a"
"12",114,"2","A","a"
"12",115,"2","F","c"
"12",116,"4","D","a"
"12",117,"4","B","b"
