"Run","Tag","Cag","Ani","Trt"
"1",113,"2","A","a"
"1",114,"1","D","d"
"1",115,"2","D","d"
"1",116,"1","B","b"
"1",117,"1","C","c"
"1",118,"2","B","b"
"1",119,"2","C","c"
"1",121,"1","A","a"
"2",113,"1","D","d"
"2",114,"2","A","a"
"2",115,"1","B","b"
"2",116,"2","D","d"
"2",117,"2","B","b"
"2",118,"1","C","c"
"2",119,"1","A","a"
"2",121,"2","C","c"
"3",113,"3","C","c"
"3",114,"3","C","c"
"3",115,"3","A","a"
"3",116,"3","A","a"
"3",117,"3","D","d"
"3",118,"3","D","d"
"3",119,"3","B","b"
"3",121,"3","B","b"
