"Run","Tag","Cag","Ani","Trt"
"1",114,"1","A","a"
"1",115,"1","B","b"
"1",116,"2","F","c"
"1",117,"2","B","b"
"2",114,"1","B","b"
"2",115,"1","A","a"
"2",116,"2","B","b"
"2",117,"2","F","c"
"3",114,"1","C","c"
"3",115,"1","D","a"
"3",116,"2","A","a"
"3",117,"2","E","b"
"4",114,"1","D","a"
"4",115,"1","C","c"
"4",116,"2","E","b"
"4",117,"2","A","a"
"5",114,"1","E","b"
"5",115,"1","F","c"
"5",116,"2","C","c"
"5",117,"2","D","a"
"6",114,"1","F","c"
"6",115,"1","E","b"
"6",116,"2","D","a"
"6",117,"2","C","c"
