"Run","Tag","Cag","Ani","Trt"
"1",113,"1","G","b"
"1",114,"1","Q","b"
"1",115,"1","O","e"
"1",116,"1","D","d"
"1",117,"2","T","e"
"1",118,"2","P","a"
"1",119,"2","R","c"
"1",121,"2","C","c"
"2",113,"1","Q","b"
"2",114,"1","G","b"
"2",115,"1","D","d"
"2",116,"1","O","e"
"2",117,"2","P","a"
"2",118,"2","T","e"
"2",119,"2","C","c"
"2",121,"2","R","c"
"3",113,"1","C","c"
"3",114,"1","P","a"
"3",115,"1","T","e"
"3",116,"1","B","b"
"3",117,"2","H","c"
"3",118,"2","O","e"
"3",119,"2","I","d"
"3",121,"2","S","d"
"4",113,"1","P","a"
"4",114,"1","C","c"
"4",115,"1","B","b"
"4",116,"1","T","e"
"4",117,"2","O","e"
"4",118,"2","H","c"
"4",119,"2","S","d"
"4",121,"2","I","d"
"5",113,"1","N","d"
"5",114,"1","J","e"
"5",115,"1","L","b"
"5",116,"1","A","a"
"5",117,"2","M","c"
"5",118,"2","D","d"
"5",119,"2","A","a"
"5",121,"2","G","b"
"6",113,"1","J","e"
"6",114,"1","N","d"
"6",115,"1","A","a"
"6",116,"1","L","b"
"6",117,"2","D","d"
"6",118,"2","M","c"
"6",119,"2","G","b"
"6",121,"2","A","a"
"7",113,"1","H","c"
"7",114,"1","F","a"
"7",115,"1","I","d"
"7",116,"1","R","c"
"7",117,"2","N","d"
"7",118,"2","B","b"
"7",119,"2","J","e"
"7",121,"2","F","a"
"8",113,"1","F","a"
"8",114,"1","H","c"
"8",115,"1","R","c"
"8",116,"1","I","d"
"8",117,"2","B","b"
"8",118,"2","N","d"
"8",119,"2","F","a"
"8",121,"2","J","e"
"9",113,"1","S","d"
"9",114,"1","E","e"
"9",115,"1","M","c"
"9",116,"1","K","a"
"9",117,"2","K","a"
"9",118,"2","Q","b"
"9",119,"2","E","e"
"9",121,"2","L","b"
"10",113,"1","E","e"
"10",114,"1","S","d"
"10",115,"1","K","a"
"10",116,"1","M","c"
"10",117,"2","Q","b"
"10",118,"2","K","a"
"10",119,"2","L","b"
"10",121,"2","E","e"
