"Run","Tag","Cag","Ani","Trt"
"1",114,"1","G","b"
"1",115,"1","I","d"
"1",116,"2","E","e"
"1",117,"2","K","a"
"2",114,"1","I","d"
"2",115,"1","G","b"
"2",116,"2","K","a"
"2",117,"2","E","e"
"3",114,"1","M","c"
"3",115,"1","D","d"
"3",116,"2","L","b"
"3",117,"2","J","e"
"4",114,"1","D","d"
"4",115,"1","M","c"
"4",116,"2","J","e"
"4",117,"2","L","b"
"5",114,"1","N","d"
"5",115,"1","K","a"
"5",116,"2","O","e"
"5",117,"2","B","b"
"6",114,"1","K","a"
"6",115,"1","N","d"
"6",116,"2","B","b"
"6",117,"2","O","e"
"7",114,"1","H","c"
"7",115,"1","O","e"
"7",116,"2","N","d"
"7",117,"2","G","b"
"8",114,"1","O","e"
"8",115,"1","H","c"
"8",116,"2","G","b"
"8",117,"2","N","d"
"9",114,"1","F","a"
"9",115,"1","L","b"
"9",116,"2","H","c"
"9",117,"2","D","d"
"10",114,"1","L","b"
"10",115,"1","F","a"
"10",116,"2","D","d"
"10",117,"2","H","c"
"11",114,"1","J","e"
"11",115,"1","C","c"
"11",116,"2","F","a"
"11",117,"2","I","d"
"12",114,"1","C","c"
"12",115,"1","J","e"
"12",116,"2","I","d"
"12",117,"2","F","a"
"13",114,"1","E","e"
"13",115,"1","B","b"
"13",116,"2","A","a"
"13",117,"2","C","c"
"14",114,"1","B","b"
"14",115,"1","E","e"
"14",116,"2","C","c"
"14",117,"2","A","a"
"15",114,"1","A","a"
"15",115,"1","A","a"
"15",116,"2","M","c"
"15",117,"2","M","c"
