"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","f"
"1",114,"1","W","e"
"1",115,"1","T","b"
"1",116,"1","O","c"
"1",117,"2","S","a"
"1",118,"2","I","c"
"1",119,"2","X","f"
"1",121,"2","J","d"
"2",113,"1","W","e"
"2",114,"1","F","f"
"2",115,"1","O","c"
"2",116,"1","T","b"
"2",117,"2","I","c"
"2",118,"2","S","a"
"2",119,"2","J","d"
"2",121,"2","X","f"
"3",113,"1","M","a"
"3",114,"1","R","f"
"3",115,"1","K","e"
"3",116,"1","X","f"
"3",117,"2","V","d"
"3",118,"2","N","b"
"3",119,"2","B","b"
"3",121,"2","O","c"
"4",113,"1","R","f"
"4",114,"1","M","a"
"4",115,"1","X","f"
"4",116,"1","K","e"
"4",117,"2","N","b"
"4",118,"2","V","d"
"4",119,"2","O","c"
"4",121,"2","B","b"
"5",113,"1","I","c"
"5",114,"1","H","b"
"5",115,"1","J","d"
"5",116,"1","G","a"
"5",117,"2","P","d"
"5",118,"2","R","f"
"5",119,"2","K","e"
"5",121,"2","G","a"
"6",113,"1","H","b"
"6",114,"1","I","c"
"6",115,"1","G","a"
"6",116,"1","J","d"
"6",117,"2","R","f"
"6",118,"2","P","d"
"6",119,"2","G","a"
"6",121,"2","K","e"
"7",113,"1","D","d"
"7",114,"1","C","c"
"7",115,"1","S","a"
"7",116,"1","V","d"
"7",117,"2","Q","e"
"7",118,"2","F","f"
"7",119,"2","T","b"
"7",121,"2","E","e"
"8",113,"1","C","c"
"8",114,"1","D","d"
"8",115,"1","V","d"
"8",116,"1","S","a"
"8",117,"2","F","f"
"8",118,"2","Q","e"
"8",119,"2","E","e"
"8",121,"2","T","b"
"9",113,"1","P","d"
"9",114,"1","Q","e"
"9",115,"1","L","f"
"9",116,"1","U","c"
"9",117,"2","A","a"
"9",118,"2","H","b"
"9",119,"2","C","c"
"9",121,"2","M","a"
"10",113,"1","Q","e"
"10",114,"1","P","d"
"10",115,"1","U","c"
"10",116,"1","L","f"
"10",117,"2","H","b"
"10",118,"2","A","a"
"10",119,"2","M","a"
"10",121,"2","C","c"
"11",113,"1","N","b"
"11",114,"1","A","a"
"11",115,"1","B","b"
"11",116,"1","E","e"
"11",117,"2","U","c"
"11",118,"2","W","e"
"11",119,"2","L","f"
"11",121,"2","D","d"
"12",113,"1","A","a"
"12",114,"1","N","b"
"12",115,"1","E","e"
"12",116,"1","B","b"
"12",117,"2","W","e"
"12",118,"2","U","c"
"12",119,"2","D","d"
"12",121,"2","L","f"
