"Run","Tag","Cag","Ani","Trt"
"1",114,"1","H","h"
"1",115,"4","A","a"
"1",116,"8","B","b"
"1",117,"5","D","d"
"2",114,"4","A","a"
"2",115,"1","H","h"
"2",116,"5","D","d"
"2",117,"8","B","b"
"3",114,"4","F","f"
"3",115,"4","H","h"
"3",116,"8","C","c"
"3",117,"5","A","a"
"4",114,"4","H","h"
"4",115,"4","F","f"
"4",116,"5","A","a"
"4",117,"8","C","c"
"5",114,"1","C","c"
"5",115,"1","B","b"
"5",116,"5","H","h"
"5",117,"8","G","g"
"6",114,"1","B","b"
"6",115,"1","C","c"
"6",116,"8","G","g"
"6",117,"5","H","h"
"7",114,"1","A","a"
"7",115,"1","E","e"
"7",116,"5","F","f"
"7",117,"8","D","d"
"8",114,"1","E","e"
"8",115,"1","A","a"
"8",116,"8","D","d"
"8",117,"5","F","f"
"9",114,"2","G","g"
"9",115,"2","H","h"
"9",116,"6","F","f"
"9",117,"6","D","d"
"10",114,"2","H","h"
"10",115,"2","G","g"
"10",116,"6","D","d"
"10",117,"6","F","f"
"11",114,"2","E","e"
"11",115,"2","C","c"
"11",116,"6","G","g"
"11",117,"6","A","a"
"12",114,"2","C","c"
"12",115,"2","E","e"
"12",116,"6","A","a"
"12",117,"6","G","g"
"13",114,"2","A","a"
"13",115,"2","D","d"
"13",116,"6","C","c"
"13",117,"6","B","b"
"14",114,"2","D","d"
"14",115,"2","A","a"
"14",116,"6","B","b"
"14",117,"6","C","c"
"15",114,"2","B","b"
"15",115,"2","F","f"
"15",116,"6","H","h"
"15",117,"6","E","e"
"16",114,"2","F","f"
"16",115,"2","B","b"
"16",116,"6","E","e"
"16",117,"6","H","h"
"17",114,"3","C","c"
"17",115,"3","E","e"
"17",116,"7","B","b"
"17",117,"7","A","a"
"18",114,"3","E","e"
"18",115,"3","C","c"
"18",116,"7","A","a"
"18",117,"7","B","b"
"19",114,"3","A","a"
"19",115,"3","H","h"
"19",116,"7","G","g"
"19",117,"7","D","d"
"20",114,"3","H","h"
"20",115,"3","A","a"
"20",116,"7","D","d"
"20",117,"7","G","g"
"21",114,"3","D","d"
"21",115,"3","G","g"
"21",116,"7","F","f"
"21",117,"7","C","c"
"22",114,"3","G","g"
"22",115,"3","D","d"
"22",116,"7","C","c"
"22",117,"7","F","f"
"23",114,"3","F","f"
"23",115,"3","B","b"
"23",116,"7","E","e"
"23",117,"7","H","h"
"24",114,"3","B","b"
"24",115,"3","F","f"
"24",116,"7","H","h"
"24",117,"7","E","e"
"25",114,"1","G","g"
"25",115,"4","E","e"
"25",116,"8","H","h"
"25",117,"5","C","c"
"26",114,"4","E","e"
"26",115,"1","G","g"
"26",116,"5","C","c"
"26",117,"8","H","h"
"27",114,"1","F","f"
"27",115,"4","B","b"
"27",116,"5","G","g"
"27",117,"8","A","a"
"28",114,"4","B","b"
"28",115,"1","F","f"
"28",116,"8","A","a"
"28",117,"5","G","g"
"29",114,"4","G","g"
"29",115,"4","D","d"
"29",116,"5","B","b"
"29",117,"8","E","e"
"30",114,"4","D","d"
"30",115,"4","G","g"
"30",116,"8","E","e"
"30",117,"5","B","b"
"31",114,"1","D","d"
"31",115,"4","C","c"
"31",116,"5","E","e"
"31",117,"8","F","f"
"32",114,"4","C","c"
"32",115,"1","D","d"
"32",116,"8","F","f"
"32",117,"5","E","e"
