"Run","Tag","Cag","Ani","Trt"
"1",113,"1","E","e"
"1",114,"1","G","g"
"1",115,"2","L","d"
"1",116,"2","C","c"
"1",117,"3","N","f"
"1",118,"3","P","h"
"1",119,"4","J","b"
"1",121,"4","A","a"
"2",113,"1","G","g"
"2",114,"1","E","e"
"2",115,"2","C","c"
"2",116,"2","L","d"
"2",117,"3","P","h"
"2",118,"3","N","f"
"2",119,"4","A","a"
"2",121,"4","J","b"
"3",113,"1","A","a"
"3",114,"1","F","f"
"3",115,"2","G","g"
"3",116,"2","B","b"
"3",117,"3","L","d"
"3",118,"3","M","e"
"3",119,"4","C","c"
"3",121,"4","P","h"
"4",113,"1","F","f"
"4",114,"1","A","a"
"4",115,"2","B","b"
"4",116,"2","G","g"
"4",117,"3","M","e"
"4",118,"3","L","d"
"4",119,"4","P","h"
"4",121,"4","C","c"
"5",113,"1","L","d"
"5",114,"1","O","g"
"5",115,"2","P","h"
"5",116,"2","K","c"
"5",117,"3","B","b"
"5",118,"3","I","a"
"5",119,"4","M","e"
"5",121,"4","N","f"
"6",113,"1","O","g"
"6",114,"1","L","d"
"6",115,"2","K","c"
"6",116,"2","P","h"
"6",117,"3","I","a"
"6",118,"3","B","b"
"6",119,"4","N","f"
"6",121,"4","M","e"
"7",113,"1","K","c"
"7",114,"1","N","f"
"7",115,"2","J","b"
"7",116,"2","H","h"
"7",117,"3","D","d"
"7",118,"3","E","e"
"7",119,"4","I","a"
"7",121,"4","G","g"
"8",113,"1","N","f"
"8",114,"1","K","c"
"8",115,"2","H","h"
"8",116,"2","J","b"
"8",117,"3","E","e"
"8",118,"3","D","d"
"8",119,"4","G","g"
"8",121,"4","I","a"
"9",113,"1","H","h"
"9",114,"1","C","c"
"9",115,"2","I","a"
"9",116,"2","M","e"
"9",117,"3","G","g"
"9",118,"3","J","b"
"9",119,"4","F","f"
"9",121,"4","L","d"
"10",113,"1","C","c"
"10",114,"1","H","h"
"10",115,"2","M","e"
"10",116,"2","I","a"
"10",117,"3","J","b"
"10",118,"3","G","g"
"10",119,"4","L","d"
"10",121,"4","F","f"
"11",113,"1","B","b"
"11",114,"1","D","d"
"11",115,"2","O","g"
"11",116,"2","N","f"
"11",117,"3","A","a"
"11",118,"3","H","h"
"11",119,"4","E","e"
"11",121,"4","K","c"
"12",113,"1","D","d"
"12",114,"1","B","b"
"12",115,"2","N","f"
"12",116,"2","O","g"
"12",117,"3","H","h"
"12",118,"3","A","a"
"12",119,"4","K","c"
"12",121,"4","E","e"
"13",113,"1","I","a"
"13",114,"1","P","h"
"13",115,"2","E","e"
"13",116,"2","F","f"
"13",117,"3","C","c"
"13",118,"3","O","g"
"13",119,"4","D","d"
"13",121,"4","B","b"
"14",113,"1","P","h"
"14",114,"1","I","a"
"14",115,"2","F","f"
"14",116,"2","E","e"
"14",117,"3","O","g"
"14",118,"3","C","c"
"14",119,"4","B","b"
"14",121,"4","D","d"
"15",113,"1","M","e"
"15",114,"1","J","b"
"15",115,"2","A","a"
"15",116,"2","D","d"
"15",117,"3","K","c"
"15",118,"3","F","f"
"15",119,"4","O","g"
"15",121,"4","H","h"
"16",113,"1","J","b"
"16",114,"1","M","e"
"16",115,"2","D","d"
"16",116,"2","A","a"
"16",117,"3","F","f"
"16",118,"3","K","c"
"16",119,"4","H","h"
"16",121,"4","O","g"
