"Run","Tag","Cag","Ani","Trt"
"1",114,"1","A","a"
"1",115,"1","D","d"
"1",116,"5","F","f"
"1",117,"5","B","b"
"2",114,"1","D","d"
"2",115,"1","A","a"
"2",116,"5","B","b"
"2",117,"5","F","f"
"3",114,"1","E","e"
"3",115,"1","F","f"
"3",116,"5","D","d"
"3",117,"5","C","c"
"4",114,"1","F","f"
"4",115,"1","E","e"
"4",116,"5","C","c"
"4",117,"5","D","d"
"5",114,"1","C","c"
"5",115,"1","B","b"
"5",116,"5","A","a"
"5",117,"5","E","e"
"6",114,"1","B","b"
"6",115,"1","C","c"
"6",116,"5","E","e"
"6",117,"5","A","a"
"7",114,"2","C","c"
"7",115,"2","D","d"
"7",116,"6","F","f"
"7",117,"6","B","b"
"8",114,"2","D","d"
"8",115,"2","C","c"
"8",116,"6","B","b"
"8",117,"6","F","f"
"9",114,"2","A","a"
"9",115,"2","E","e"
"9",116,"6","C","c"
"9",117,"6","D","d"
"10",114,"2","E","e"
"10",115,"2","A","a"
"10",116,"6","D","d"
"10",117,"6","C","c"
"11",114,"2","B","b"
"11",115,"2","F","f"
"11",116,"6","E","e"
"11",117,"6","A","a"
"12",114,"2","F","f"
"12",115,"2","B","b"
"12",116,"6","A","a"
"12",117,"6","E","e"
"13",114,"3","A","a"
"13",115,"3","F","f"
"13",116,"7","C","c"
"13",117,"7","D","d"
"14",114,"3","F","f"
"14",115,"3","A","a"
"14",116,"7","D","d"
"14",117,"7","C","c"
"15",114,"3","E","e"
"15",115,"3","D","d"
"15",116,"7","A","a"
"15",117,"7","B","b"
"16",114,"3","D","d"
"16",115,"3","E","e"
"16",116,"7","B","b"
"16",117,"7","A","a"
"17",114,"3","B","b"
"17",115,"3","C","c"
"17",116,"7","E","e"
"17",117,"7","F","f"
"18",114,"3","C","c"
"18",115,"3","B","b"
"18",116,"7","F","f"
"18",117,"7","E","e"
"19",114,"4","A","a"
"19",115,"4","E","e"
"19",116,"8","F","f"
"19",117,"8","C","c"
"20",114,"4","E","e"
"20",115,"4","A","a"
"20",116,"8","C","c"
"20",117,"8","F","f"
"21",114,"4","B","b"
"21",115,"4","F","f"
"21",116,"8","E","e"
"21",117,"8","D","d"
"22",114,"4","F","f"
"22",115,"4","B","b"
"22",116,"8","D","d"
"22",117,"8","E","e"
"23",114,"4","D","d"
"23",115,"4","C","c"
"23",116,"8","B","b"
"23",117,"8","A","a"
"24",114,"4","C","c"
"24",115,"4","D","d"
"24",116,"8","A","a"
"24",117,"8","B","b"
