"Run","Tag","Cag","Ani","Trt"
"1",113,"1","D","d"
"1",114,"1","G","g"
"1",115,"1","F","f"
"1",116,"1","A","a"
"1",117,"2","E","e"
"1",118,"2","C","c"
"1",119,"2","B","b"
"1",121,"2","H","a"
"2",113,"1","G","g"
"2",114,"1","D","d"
"2",115,"1","A","a"
"2",116,"1","F","f"
"2",117,"2","C","c"
"2",118,"2","E","e"
"2",119,"2","H","a"
"2",121,"2","B","b"
"3",113,"1","C","c"
"3",114,"1","M","f"
"3",115,"1","K","d"
"3",116,"1","B","b"
"3",117,"2","G","g"
"3",118,"2","A","a"
"3",119,"2","J","c"
"3",121,"2","L","e"
"4",113,"1","M","f"
"4",114,"1","C","c"
"4",115,"1","B","b"
"4",116,"1","K","d"
"4",117,"2","A","a"
"4",118,"2","G","g"
"4",119,"2","L","e"
"4",121,"2","J","c"
"5",113,"1","E","e"
"5",114,"1","H","a"
"5",115,"1","J","c"
"5",116,"1","N","g"
"5",117,"2","F","f"
"5",118,"2","I","b"
"5",119,"2","N","g"
"5",121,"2","D","d"
"6",113,"1","H","a"
"6",114,"1","E","e"
"6",115,"1","N","g"
"6",116,"1","J","c"
"6",117,"2","I","b"
"6",118,"2","F","f"
"6",119,"2","D","d"
"6",121,"2","N","g"
"7",113,"1","I","b"
"7",114,"1","I","b"
"7",115,"1","L","e"
"7",116,"1","L","e"
"7",117,"2","K","d"
"7",118,"2","K","d"
"7",119,"2","M","f"
"7",121,"2","M","f"
