"Run","Tag","Cag","Ani","Trt"
"1",113,"1","E","e"
"1",114,"1","N","g"
"1",115,"2","K","d"
"1",116,"2","A","a"
"1",117,"3","C","c"
"1",118,"3","B","b"
"1",119,"4","N","g"
"1",121,"4","M","f"
"2",113,"1","N","g"
"2",114,"1","E","e"
"2",115,"2","A","a"
"2",116,"2","K","d"
"2",117,"3","B","b"
"2",118,"3","C","c"
"2",119,"4","M","f"
"2",121,"4","N","g"
"3",113,"1","F","f"
"3",114,"1","J","c"
"3",115,"2","I","b"
"3",116,"2","H","a"
"3",117,"3","N","g"
"3",118,"3","K","d"
"3",119,"4","A","a"
"3",121,"4","E","e"
"4",113,"1","J","c"
"4",114,"1","F","f"
"4",115,"2","H","a"
"4",116,"2","I","b"
"4",117,"3","K","d"
"4",118,"3","N","g"
"4",119,"4","E","e"
"4",121,"4","A","a"
"5",113,"1","I","b"
"5",114,"1","C","c"
"5",115,"2","E","e"
"5",116,"2","B","b"
"5",117,"3","H","a"
"5",118,"3","M","f"
"5",119,"4","G","g"
"5",121,"4","D","d"
"6",113,"1","C","c"
"6",114,"1","I","b"
"6",115,"2","B","b"
"6",116,"2","E","e"
"6",117,"3","M","f"
"6",118,"3","H","a"
"6",119,"4","D","d"
"6",121,"4","G","g"
"7",113,"1","K","d"
"7",114,"1","G","g"
"7",115,"2","M","f"
"7",116,"2","F","f"
"7",117,"3","L","e"
"7",118,"3","I","b"
"7",119,"4","H","a"
"7",121,"4","J","c"
"8",113,"1","G","g"
"8",114,"1","K","d"
"8",115,"2","F","f"
"8",116,"2","M","f"
"8",117,"3","I","b"
"8",118,"3","L","e"
"8",119,"4","J","c"
"8",121,"4","H","a"
"9",113,"1","L","e"
"9",114,"1","D","d"
"9",115,"2","J","c"
"9",116,"2","G","g"
"9",117,"3","A","a"
"9",118,"3","F","f"
"9",119,"4","K","d"
"9",121,"4","B","b"
"10",113,"1","D","d"
"10",114,"1","L","e"
"10",115,"2","G","g"
"10",116,"2","J","c"
"10",117,"3","F","f"
"10",118,"3","A","a"
"10",119,"4","B","b"
"10",121,"4","K","d"
"11",113,"1","H","a"
"11",114,"1","M","f"
"11",115,"2","L","e"
"11",116,"2","C","c"
"11",117,"3","D","d"
"11",118,"3","G","g"
"11",119,"4","L","e"
"11",121,"4","I","b"
"12",113,"1","M","f"
"12",114,"1","H","a"
"12",115,"2","C","c"
"12",116,"2","L","e"
"12",117,"3","G","g"
"12",118,"3","D","d"
"12",119,"4","I","b"
"12",121,"4","L","e"
"13",113,"1","B","b"
"13",114,"1","A","a"
"13",115,"2","D","d"
"13",116,"2","N","g"
"13",117,"3","J","c"
"13",118,"3","E","e"
"13",119,"4","C","c"
"13",121,"4","F","f"
"14",113,"1","A","a"
"14",114,"1","B","b"
"14",115,"2","N","g"
"14",116,"2","D","d"
"14",117,"3","E","e"
"14",118,"3","J","c"
"14",119,"4","F","f"
"14",121,"4","C","c"
