"Run","Tag","Cag","Ani","Trt"
"1",114,"2","J","e"
"1",115,"1","A","a"
"1",116,"1","C","c"
"1",117,"2","G","b"
"2",114,"1","A","a"
"2",115,"2","J","e"
"2",116,"2","G","b"
"2",117,"1","C","c"
"3",114,"2","I","d"
"3",115,"1","H","c"
"3",116,"2","B","b"
"3",117,"1","E","e"
"4",114,"1","H","c"
"4",115,"2","I","d"
"4",116,"1","E","e"
"4",117,"2","B","b"
"5",114,"1","G","b"
"5",115,"2","A","a"
"5",116,"1","I","d"
"5",117,"2","E","e"
"6",114,"2","A","a"
"6",115,"1","G","b"
"6",116,"2","E","e"
"6",117,"1","I","d"
"7",114,"2","H","c"
"7",115,"1","B","b"
"7",116,"2","F","a"
"7",117,"1","D","d"
"8",114,"1","B","b"
"8",115,"2","H","c"
"8",116,"1","D","d"
"8",117,"2","F","a"
"9",114,"1","J","e"
"9",115,"1","F","a"
"9",116,"2","D","d"
"9",117,"2","C","c"
"10",114,"1","F","a"
"10",115,"1","J","e"
"10",116,"2","C","c"
"10",117,"2","D","d"
"11",114,"3","E","e"
"11",115,"3","H","c"
"11",116,"3","F","a"
"11",117,"3","G","b"
"12",114,"3","H","c"
"12",115,"3","E","e"
"12",116,"3","G","b"
"12",117,"3","F","a"
"13",114,"3","D","d"
"13",115,"3","B","b"
"13",116,"3","A","a"
"13",117,"3","C","c"
"14",114,"3","B","b"
"14",115,"3","D","d"
"14",116,"3","C","c"
"14",117,"3","A","a"
"15",114,"3","I","d"
"15",115,"3","I","d"
"15",116,"3","J","e"
"15",117,"3","J","e"
