"Run","Tag","Cag","Ani","Trt"
"1",113,"1","F","f"
"1",114,"1","D","d"
"1",115,"3","H","h"
"1",116,"3","C","c"
"1",117,"5","G","g"
"1",118,"5","E","e"
"1",119,"7","A","a"
"1",121,"7","B","b"
"2",113,"1","D","d"
"2",114,"1","F","f"
"2",115,"3","C","c"
"2",116,"3","H","h"
"2",117,"5","E","e"
"2",118,"5","G","g"
"2",119,"7","B","b"
"2",121,"7","A","a"
"3",113,"1","E","e"
"3",114,"1","B","b"
"3",115,"3","G","g"
"3",116,"3","F","f"
"3",117,"5","A","a"
"3",118,"5","H","h"
"3",119,"7","C","c"
"3",121,"7","D","d"
"4",113,"1","B","b"
"4",114,"1","E","e"
"4",115,"3","F","f"
"4",116,"3","G","g"
"4",117,"5","H","h"
"4",118,"5","A","a"
"4",119,"7","D","d"
"4",121,"7","C","c"
"5",113,"1","A","a"
"5",114,"1","G","g"
"5",115,"3","E","e"
"5",116,"3","B","b"
"5",117,"5","D","d"
"5",118,"5","C","c"
"5",119,"7","H","h"
"5",121,"7","F","f"
"6",113,"1","G","g"
"6",114,"1","A","a"
"6",115,"3","B","b"
"6",116,"3","E","e"
"6",117,"5","C","c"
"6",118,"5","D","d"
"6",119,"7","F","f"
"6",121,"7","H","h"
"7",113,"1","C","c"
"7",114,"1","H","h"
"7",115,"3","D","d"
"7",116,"3","A","a"
"7",117,"5","F","f"
"7",118,"5","B","b"
"7",119,"7","E","e"
"7",121,"7","G","g"
"8",113,"1","H","h"
"8",114,"1","C","c"
"8",115,"3","A","a"
"8",116,"3","D","d"
"8",117,"5","B","b"
"8",118,"5","F","f"
"8",119,"7","G","g"
"8",121,"7","E","e"
"9",113,"2","F","f"
"9",114,"2","H","h"
"9",115,"4","B","b"
"9",116,"4","G","g"
"9",117,"6","C","c"
"9",118,"6","D","d"
"9",119,"8","A","a"
"9",121,"8","E","e"
"10",113,"2","H","h"
"10",114,"2","F","f"
"10",115,"4","G","g"
"10",116,"4","B","b"
"10",117,"6","D","d"
"10",118,"6","C","c"
"10",119,"8","E","e"
"10",121,"8","A","a"
"11",113,"2","G","g"
"11",114,"2","D","d"
"11",115,"4","C","c"
"11",116,"4","E","e"
"11",117,"6","H","h"
"11",118,"6","A","a"
"11",119,"8","F","f"
"11",121,"8","B","b"
"12",113,"2","D","d"
"12",114,"2","G","g"
"12",115,"4","E","e"
"12",116,"4","C","c"
"12",117,"6","A","a"
"12",118,"6","H","h"
"12",119,"8","B","b"
"12",121,"8","F","f"
"13",113,"2","C","c"
"13",114,"2","A","a"
"13",115,"4","D","d"
"13",116,"4","F","f"
"13",117,"6","B","b"
"13",118,"6","E","e"
"13",119,"8","G","g"
"13",121,"8","H","h"
"14",113,"2","A","a"
"14",114,"2","C","c"
"14",115,"4","F","f"
"14",116,"4","D","d"
"14",117,"6","E","e"
"14",118,"6","B","b"
"14",119,"8","H","h"
"14",121,"8","G","g"
"15",113,"2","B","b"
"15",114,"2","E","e"
"15",115,"4","A","a"
"15",116,"4","H","h"
"15",117,"6","F","f"
"15",118,"6","G","g"
"15",119,"8","D","d"
"15",121,"8","C","c"
"16",113,"2","E","e"
"16",114,"2","B","b"
"16",115,"4","H","h"
"16",116,"4","A","a"
"16",117,"6","G","g"
"16",118,"6","F","f"
"16",119,"8","C","c"
"16",121,"8","D","d"
