"Run","Tag","Cag","Ani","Trt"
"1",NA,"1","D","d"
"1",NA,"1","R","b"
"1",NA,"2","P","h"
"1",NA,"2","W","g"
"2",NA,"1","R","b"
"2",NA,"1","D","d"
"2",NA,"2","W","g"
"2",NA,"2","P","h"
"3",NA,"1","N","f"
"3",NA,"1","L","d"
"3",NA,"2","U","e"
"3",NA,"2","H","h"
"4",NA,"1","L","d"
"4",NA,"1","N","f"
"4",NA,"2","H","h"
"4",NA,"2","U","e"
"5",NA,"1","T","d"
"5",NA,"1","G","g"
"5",NA,"2","C","c"
"5",NA,"2","M","e"
"6",NA,"1","G","g"
"6",NA,"1","T","d"
"6",NA,"2","M","e"
"6",NA,"2","C","c"
"7",NA,"1","S","c"
"7",NA,"1","I","a"
"7",NA,"2","V","f"
"7",NA,"2","E","e"
"8",NA,"1","I","a"
"8",NA,"1","S","c"
"8",NA,"2","E","e"
"8",NA,"2","V","f"
"9",NA,"1","H","h"
"9",NA,"1","A","a"
"9",NA,"2","D","d"
"9",NA,"2","F","f"
"10",NA,"1","A","a"
"10",NA,"1","H","h"
"10",NA,"2","F","f"
"10",NA,"2","D","d"
"11",NA,"1","K","c"
"11",NA,"1","W","g"
"11",NA,"2","L","d"
"11",NA,"2","I","a"
"12",NA,"1","W","g"
"12",NA,"1","K","c"
"12",NA,"2","I","a"
"12",NA,"2","L","d"
"13",NA,"1","X","h"
"13",NA,"1","U","e"
"13",NA,"2","A","a"
"13",NA,"2","G","g"
"14",NA,"1","U","e"
"14",NA,"1","X","h"
"14",NA,"2","G","g"
"14",NA,"2","A","a"
"15",NA,"1","V","f"
"15",NA,"1","O","g"
"15",NA,"2","Q","a"
"15",NA,"2","J","b"
"16",NA,"1","O","g"
"16",NA,"1","V","f"
"16",NA,"2","J","b"
"16",NA,"2","Q","a"
"17",NA,"1","B","b"
"17",NA,"1","Q","a"
"17",NA,"2","K","c"
"17",NA,"2","X","h"
"18",NA,"1","Q","a"
"18",NA,"1","B","b"
"18",NA,"2","X","h"
"18",NA,"2","K","c"
"19",NA,"1","C","c"
"19",NA,"1","J","b"
"19",NA,"2","T","d"
"19",NA,"2","N","f"
"20",NA,"1","J","b"
"20",NA,"1","C","c"
"20",NA,"2","N","f"
"20",NA,"2","T","d"
"21",NA,"1","E","e"
"21",NA,"1","P","h"
"21",NA,"2","B","b"
"21",NA,"2","S","c"
"22",NA,"1","P","h"
"22",NA,"1","E","e"
"22",NA,"2","S","c"
"22",NA,"2","B","b"
"23",NA,"1","M","e"
"23",NA,"1","F","f"
"23",NA,"2","R","b"
"23",NA,"2","O","g"
"24",NA,"1","F","f"
"24",NA,"1","M","e"
"24",NA,"2","O","g"
"24",NA,"2","R","b"
