Run,Tag,Cag,Ani,Trt
1,1,3,C,b
1,2,1,C,d
1,3,2,C,a
1,4,4,C,c
2,1,1,C,d
2,2,3,C,b
2,3,4,C,c
2,4,2,C,a
3,1,3,B,a
3,2,1,B,c
3,3,4,B,b
3,4,2,B,d
4,1,1,B,c
4,2,3,B,a
4,3,2,B,d
4,4,4,B,b
5,1,3,A,d
5,2,1,A,b
5,3,2,A,c
5,4,4,A,a
6,1,1,A,b
6,2,3,A,d
6,3,4,A,a
6,4,2,A,c
