Run,Tag,Cag,Ani,Trt
1,1,1,C,d
1,2,2,A,c
1,3,1,D,e
1,4,2,D,a
1,5,1,B,c
1,6,2,C,e
1,7,2,B,d
1,8,1,A,b
2,1,2,A,c
2,2,1,C,d
2,3,2,D,a
2,4,1,D,e
2,5,2,C,e
2,6,1,B,c
2,7,1,A,b
2,8,2,B,d
3,1,4,B,a
3,2,3,B,e
3,3,3,D,b
3,4,4,D,c
3,5,4,C,b
3,6,3,A,d
3,7,3,C,a
3,8,4,A,e
4,1,3,B,e
4,2,4,B,a
4,3,4,D,c
4,4,3,D,b
4,5,3,A,d
4,6,4,C,b
4,7,4,A,e
4,8,3,C,a
5,1,5,B,b
5,2,5,B,b
5,3,5,D,d
5,4,5,D,d
5,5,5,A,a
5,6,5,A,a
5,7,5,C,c
5,8,5,C,c
