"Run","Tag","Cag","Ani","Trt"
"1",114,"2","E","a"
"1",115,"2","D","f"
"1",116,"5","D","c"
"1",117,"5","E","d"
"2",114,"2","D","f"
"2",115,"2","E","a"
"2",116,"5","E","d"
"2",117,"5","D","c"
"3",114,"1","D","e"
"3",115,"2","B","d"
"3",116,"4","D","b"
"3",117,"5","B","a"
"4",114,"2","B","d"
"4",115,"1","D","e"
"4",116,"5","B","a"
"4",117,"4","D","b"
"5",114,"1","B","c"
"5",115,"1","C","d"
"5",116,"5","C","b"
"5",117,"5","A","f"
"6",114,"1","C","d"
"6",115,"1","B","c"
"6",116,"5","A","f"
"6",117,"5","C","b"
"7",114,"2","A","c"
"7",115,"2","C","e"
"7",116,"4","C","a"
"7",117,"4","B","f"
"8",114,"2","C","e"
"8",115,"2","A","c"
"8",116,"4","B","f"
"8",117,"4","C","a"
"9",114,"1","A","b"
"9",115,"1","E","f"
"9",116,"4","A","e"
"9",117,"4","E","c"
"10",114,"1","E","f"
"10",115,"1","A","b"
"10",116,"4","E","c"
"10",117,"4","A","e"
"11",114,"3","D","a"
"11",115,"3","C","f"
"11",116,"6","E","e"
"11",117,"6","B","b"
"12",114,"3","C","f"
"12",115,"3","D","a"
"12",116,"6","B","b"
"12",117,"6","E","e"
"13",114,"3","E","b"
"13",115,"3","A","d"
"13",116,"6","A","a"
"13",117,"6","C","c"
"14",114,"3","A","d"
"14",115,"3","E","b"
"14",116,"6","C","c"
"14",117,"6","A","a"
"15",114,"3","B","e"
"15",115,"3","B","e"
"15",116,"6","D","d"
"15",117,"6","D","d"
